,locus_tag,old_locus_tag,name,description,type,length
lcl|NC_002947.4_gene_261,PP_RS01300,PP_0246,ompR,two-component system response regulator OmpR,CDS,741
lcl|NC_002947.4_gene_262,PP_RS01305,PP_0247,,ATP-binding protein,CDS,1314
lcl|NC_002947.4_gene_263,PP_RS01310,PP_0248,rimK,30S ribosomal protein S6--L-glutamate ligase,CDS,906
lcl|NC_002947.4_gene_264,PP_RS01315,PP_0249,,ATP-dependent zinc protease,CDS,483
lcl|NC_002947.4_gene_265,PP_RS01320,PP_0250,,RNA-binding S4 domain-containing protein,CDS,402
lcl|NC_002947.4_gene_266,PP_RS01325,PP_0251,,phosphatase PAP2 family protein,CDS,795
lcl|NC_002947.4_gene_267,PP_RS01330,PP_0252,hslO,Hsp33 family molecular chaperone HslO,CDS,900
lcl|NC_002947.4_gene_268,PP_RS01335,PP_0253,,phosphoenolpyruvate carboxykinase,CDS,1541
lcl|NC_002947.4_gene_269,PP_RS01340,PP_0254,,thioesterase family protein,CDS,441
lcl|NC_002947.4_gene_270,PP_RS01345,PP_0255,,glycine zipper domain-containing protein,CDS,483
lcl|NC_002947.4_gene_271,PP_RS01350,PP_0256,,FdhF/YdeP family oxidoreductase,CDS,2346
lcl|NC_002947.4_gene_272,PP_RS01355,PP_0257,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,CDS,831
lcl|NC_002947.4_gene_273,PP_RS01360,PP_0258,lysM,peptidoglycan-binding protein LysM,CDS,441
lcl|NC_002947.4_gene_274,PP_RS01365,PP_0259,yrfG,GMP/IMP nucleotidase,CDS,663
lcl|NC_002947.4_gene_275,PP_RS01370,PP_0260,nudE,ADP compounds hydrolase NudE,CDS,567
lcl|NC_002947.4_gene_276,PP_RS01375,PP_0261,cysQ,"3'(2'),5'-bisphosphate nucleotidase CysQ",CDS,819
lcl|NC_002947.4_gene_277,PP_RS01380,PP_0262,,YiiD C-terminal domain-containing protein,CDS,456
lcl|NC_002947.4_gene_278,PP_RS01385,PP_0263,,sigma-54 dependent transcriptional regulator,CDS,1407
lcl|NC_002947.4_gene_279,PP_RS01390,PP_0264,,ATP-binding protein,CDS,1815
lcl|NC_002947.4_gene_280,PP_RS01395,PP_0265,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase",CDS,546
lcl|NC_002947.4_gene_281,PP_RS01400,PP_0266,aguA,agmatine deiminase,CDS,1107
lcl|NC_002947.4_gene_282,PP_RS28475,,,hypothetical protein,CDS,198
lcl|NC_002947.4_gene_283,PP_RS01405,PP_0267,,TonB-dependent siderophore receptor,CDS,2070
lcl|NC_002947.4_gene_284,PP_RS01410,PP_0268,,OprD family porin,CDS,1320
lcl|NC_002947.4_gene_285,PP_RS01415,PP_0269,,FMN-binding glutamate synthase family protein,CDS,1668
lcl|NC_002947.4_gene_286,PP_RS01420,PP_0270,,ATP-binding protein,CDS,1368
lcl|NC_002947.4_gene_287,PP_RS01425,PP_0271,,response regulator,CDS,720
lcl|NC_002947.4_gene_288,PP_RS01430,PP_0272,,TonB-dependent siderophore receptor,CDS,2298
lcl|NC_002947.4_gene_289,PP_RS01435,PP_0273,,DUF3079 domain-containing protein,CDS,207
lcl|NC_002947.4_gene_290,PP_RS01440,PP_5435,,type II toxin-antitoxin system HigB family toxin,CDS,477
lcl|NC_002947.4_gene_291,PP_RS01445,PP_0274,,type II toxin-antitoxin system HigA family antitoxin,CDS,474
lcl|NC_002947.4_gene_292,PP_RS01450,PP_5436,,integrase,CDS,188
lcl|NC_002947.4_gene_293,PP_RS01455,PP_0275,,type II toxin-antitoxin system RelE/ParE family toxin,CDS,216
lcl|NC_002947.4_gene_294,PP_RS01460,PP_0276,,helix-turn-helix domain-containing protein,CDS,324
lcl|NC_002947.4_gene_295,PP_RS01465,PP_t73,,tRNA-Thr,tRNA,76
lcl|NC_002947.4_gene_296,PP_RS01470,PP_0277,,hypothetical protein,CDS,249
lcl|NC_002947.4_gene_297,PP_RS01475,PP_0278,,DUF3077 domain-containing protein,CDS,275
lcl|NC_002947.4_gene_298,PP_RS01480,PP_0279,,methyltransferase,CDS,1206
lcl|NC_002947.4_gene_299,PP_RS01485,PP_0280,,ABC transporter permease,CDS,690
lcl|NC_002947.4_gene_300,PP_RS01490,PP_0281,,ABC transporter permease,CDS,693
lcl|NC_002947.4_gene_301,PP_RS01495,PP_0282,,ABC transporter substrate-binding protein,CDS,753
lcl|NC_002947.4_gene_302,PP_RS01500,PP_0283,,ABC transporter ATP-binding protein,CDS,774
lcl|NC_002947.4_gene_303,PP_RS01505,PP_0284,gabP,GABA permease,CDS,1386
lcl|NC_002947.4_gene_304,PP_RS01510,PP_5439,,hypothetical protein,CDS,444
lcl|NC_002947.4_gene_305,PP_RS01515,PP_5440,,hypothetical protein,CDS,228
lcl|NC_002947.4_gene_306,PP_RS01520,PP_t72,,tRNA-Phe,tRNA,76
lcl|NC_002947.4_gene_307,PP_RS01525,PP_0285,,oxidative damage protection protein,CDS,273
lcl|NC_002947.4_gene_308,PP_RS01530,PP_0286,mutY,A/G-specific adenine glycosylase,CDS,1068
lcl|NC_002947.4_gene_309,PP_RS01535,PP_0287,,AsmA family protein,CDS,2247
lcl|NC_002947.4_gene_310,PP_RS01540,PP_0288,,OFA family MFS transporter,CDS,1662
lcl|NC_002947.4_gene_311,PP_RS01545,PP_0289,hisB,imidazoleglycerol-phosphate dehydratase HisB,CDS,594
lcl|NC_002947.4_gene_312,PP_RS01550,PP_0290,hisH,imidazole glycerol phosphate synthase subunit HisH,CDS,639
lcl|NC_002947.4_gene_313,PP_RS01555,PP_0291,,DUF2164 domain-containing protein,CDS,261
lcl|NC_002947.4_gene_314,PP_RS01560,PP_0292,hisA,1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase,CDS,738
lcl|NC_002947.4_gene_315,PP_RS01565,PP_0293,hisF,imidazole glycerol phosphate synthase subunit HisF,CDS,771
lcl|NC_002947.4_gene_316,PP_RS01570,PP_0294,choV,choline ABC transporter ATP-binding protein,CDS,1179
lcl|NC_002947.4_gene_317,PP_RS01575,PP_0295,choW,choline ABC transporter permease subunit,CDS,849
lcl|NC_002947.4_gene_318,PP_RS01580,PP_0296,,choline ABC transporter substrate-binding protein,CDS,948
lcl|NC_002947.4_gene_319,PP_RS01585,PP_0297,,L-serine ammonia-lyase,CDS,1377
lcl|NC_002947.4_gene_320,PP_RS01590,PP_0298,,GlxA family transcriptional regulator,CDS,1107
lcl|NC_002947.4_gene_321,PP_RS01595,,,hypothetical protein,CDS,258
lcl|NC_002947.4_gene_322,PP_RS01600,PP_0300,,zinc-dependent metalloprotease family protein,CDS,1581
lcl|NC_002947.4_gene_323,PP_RS01605,PP_0301,,thioesterase family protein,CDS,471
lcl|NC_002947.4_gene_324,PP_RS01610,PP_0302,,L-carnitine dehydrogenase,CDS,966
lcl|NC_002947.4_gene_325,PP_RS01615,PP_0303,,3-keto-5-aminohexanoate cleavage protein,CDS,885
lcl|NC_002947.4_gene_326,PP_RS01620,PP_0304,choX,choline ABC transporter substrate-binding protein,CDS,945
lcl|NC_002947.4_gene_327,PP_RS01625,PP_0305,,GlxA family transcriptional regulator,CDS,948
lcl|NC_002947.4_gene_328,PP_RS01630,PP_5442,,hypothetical protein,CDS,618
lcl|NC_002947.4_gene_329,PP_RS01635,PP_0306,,hypothetical protein,CDS,693
lcl|NC_002947.4_gene_330,PP_RS01640,PP_0307,,lysozyme inhibitor LprI family protein,CDS,417
lcl|NC_002947.4_gene_331,PP_RS01645,PP_0308,,dipeptidase,CDS,978
lcl|NC_002947.4_gene_332,PP_RS01650,PP_0309,,DUF5943 domain-containing protein,CDS,531
lcl|NC_002947.4_gene_333,PP_RS01655,PP_0310,dgcA,dimethylglycine demethylation protein DgcA,CDS,2061
lcl|NC_002947.4_gene_334,PP_RS01660,PP_0311,dgcB,dimethylglycine demethylation protein DgcB,CDS,1953
lcl|NC_002947.4_gene_335,PP_RS01665,PP_0312,,electron transfer flavoprotein subunit alpha/FixB family protein,CDS,1233
lcl|NC_002947.4_gene_336,PP_RS01670,PP_0313,,electron transfer flavoprotein subunit beta,CDS,771
lcl|NC_002947.4_gene_337,PP_RS01675,PP_0314,,RHS repeat-associated core domain-containing protein,CDS,732
lcl|NC_002947.4_gene_338,PP_RS01680,PP_0315,gbcA,glycine-betaine demethylase subunit GbcA,CDS,1293
lcl|NC_002947.4_gene_339,PP_RS01685,PP_0316,gbcB,glycine-betaine demethylase subunit GbcB,CDS,1101
lcl|NC_002947.4_gene_340,PP_RS01690,PP_0317,,methyl-accepting chemotaxis protein,CDS,1626
lcl|NC_002947.4_gene_341,PP_RS01695,PP_0318,,hypothetical protein,CDS,231
lcl|NC_002947.4_gene_342,PP_RS01700,PP_0319,,cell division protein ZapA,CDS,303
lcl|NC_002947.4_gene_343,PP_RS01705,PP_0320,mcpH,methyl-accepting chemotaxis protein McpH,CDS,1938
lcl|NC_002947.4_gene_344,PP_RS01710,PP_0321,,low specificity L-threonine aldolase,CDS,1041
lcl|NC_002947.4_gene_345,PP_RS01715,PP_0322,,serine hydroxymethyltransferase,CDS,1254
lcl|NC_002947.4_gene_346,PP_RS01720,PP_0323,,sarcosine oxidase subunit beta family protein,CDS,1251
lcl|NC_002947.4_gene_347,PP_RS01725,PP_0324,,sarcosine oxidase subunit delta,CDS,336
lcl|NC_002947.4_gene_348,PP_RS01730,PP_0325,,sarcosine oxidase subunit alpha,CDS,3015
lcl|NC_002947.4_gene_349,PP_RS01735,PP_0326,soxG,sarcosine oxidase subunit gamma,CDS,633
lcl|NC_002947.4_gene_350,PP_RS01740,PP_0327,purU,formyltetrahydrofolate deformylase,CDS,858
lcl|NC_002947.4_gene_351,PP_RS01745,PP_0328,fdhA,"formaldehyde dehydrogenase, glutathione-independent",CDS,1200
lcl|NC_002947.4_gene_352,PP_RS01750,PP_0329,,RHS repeat-associated core domain-containing protein,CDS,924
lcl|NC_002947.4_gene_353,PP_RS01755,PP_0330,,DUF2780 domain-containing protein,CDS,576
lcl|NC_002947.4_gene_354,PP_RS01760,PP_0331,,RHS repeat-associated core domain-containing protein,CDS,726
lcl|NC_002947.4_gene_355,PP_RS01765,PP_0332,,acyltransferase,CDS,888
lcl|NC_002947.4_gene_356,PP_RS01770,PP_0333,,ATP-dependent zinc protease,CDS,501
lcl|NC_002947.4_gene_357,PP_RS01775,PP_0334,,IS110-like element ISPpu11 family transposase,CDS,1059
lcl|NC_002947.4_gene_358,PP_RS01780,PP_0335,,glutathione S-transferase,CDS,624
lcl|NC_002947.4_gene_359,PP_RS01785,PP_0336,msrA,peptide-methionine (S)-S-oxide reductase MsrA,CDS,669
lcl|NC_002947.4_gene_360,PP_RS01790,PP_0337,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,2691
lcl|NC_002947.4_gene_361,PP_RS01795,PP_0338,aceF,dihydrolipoyllysine-residue acetyltransferase,CDS,1641
lcl|NC_002947.4_gene_362,PP_RS01800,PP_0339,aceE,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",CDS,2646
lcl|NC_002947.4_gene_363,PP_RS01805,PP_0340,glnE,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,CDS,2934
lcl|NC_002947.4_gene_364,PP_RS01810,PP_0341,waaF,lipopolysaccharide heptosyltransferase II,CDS,1050
lcl|NC_002947.4_gene_365,PP_RS01815,PP_0342,waaC,lipopolysaccharide heptosyltransferase I,CDS,1059
lcl|NC_002947.4_gene_366,PP_RS01820,PP_0343,,glycosyltransferase family 4 protein,CDS,1125
lcl|NC_002947.4_gene_367,PP_RS01825,PP_0344,rfaP,lipopolysaccharide core heptose(I) kinase RfaP,CDS,807
lcl|NC_002947.4_gene_368,PP_RS01830,PP_0345,,lipopolysaccharide kinase InaA family protein,CDS,735
lcl|NC_002947.4_gene_369,PP_RS01835,PP_0346,,lipopolysaccharide kinase InaA family protein,CDS,753
lcl|NC_002947.4_gene_370,PP_RS01840,PP_0347,,lipopolysaccharide kinase InaA family protein,CDS,1443
lcl|NC_002947.4_gene_371,PP_RS01845,PP_0348,,dermonecrotic toxin domain-containing protein,CDS,2787
lcl|NC_002947.4_gene_372,PP_RS01850,PP_5443,,hypothetical protein,CDS,186
lcl|NC_002947.4_gene_373,PP_RS01855,PP_0349,,PepSY domain-containing protein,CDS,1113
lcl|NC_002947.4_gene_374,PP_RS01860,PP_0350,,TonB-dependent siderophore receptor,CDS,2433
lcl|NC_002947.4_gene_375,PP_RS01865,PP_0351,,FecR domain-containing protein,CDS,957
lcl|NC_002947.4_gene_376,PP_RS01870,PP_0352,,RNA polymerase sigma factor,CDS,519
lcl|NC_002947.4_gene_377,PP_RS01875,PP_0353,,PolC-type DNA polymerase III,CDS,711
lcl|NC_002947.4_gene_378,PP_RS01880,PP_0354,,putative nucleotidyltransferase substrate binding domain-containing protein,CDS,1938
lcl|NC_002947.4_gene_379,PP_RS01885,PP_0355,,response regulator,CDS,546
lcl|NC_002947.4_gene_380,PP_RS01890,PP_0356,,malate synthase G,CDS,2178
lcl|NC_002947.4_gene_381,PP_RS01895,PP_0357,,glycine cleavage system protein R,CDS,519
lcl|NC_002947.4_gene_382,PP_RS01900,PP_0358,rarD,EamA family transporter RarD,CDS,888
lcl|NC_002947.4_gene_383,PP_RS01905,PP_0359,,serine/threonine protein kinase,CDS,975
lcl|NC_002947.4_gene_384,PP_RS01910,PP_0360,,TOBE domain-containing protein,CDS,765
lcl|NC_002947.4_gene_385,PP_RS01915,PP_0361,,ComF family protein,CDS,732
lcl|NC_002947.4_gene_386,PP_RS01920,PP_0362,bioB,biotin synthase BioB,CDS,1059
lcl|NC_002947.4_gene_387,PP_RS01925,PP_0363,bioF,8-amino-7-oxononanoate synthase,CDS,1173
lcl|NC_002947.4_gene_388,PP_RS01930,PP_0364,,alpha/beta fold hydrolase,CDS,732
lcl|NC_002947.4_gene_389,PP_RS01935,PP_0365,bioC,malonyl-ACP O-methyltransferase BioC,CDS,819
lcl|NC_002947.4_gene_390,PP_RS01940,PP_0366,bioD,dethiobiotin synthase,CDS,681
lcl|NC_002947.4_gene_391,PP_RS01945,PP_0367,,hypothetical protein,CDS,297
lcl|NC_002947.4_gene_392,PP_RS01950,PP_0368,,phenylacyl-CoA dehydrogenase,CDS,1806
lcl|NC_002947.4_gene_393,PP_RS01955,PP_0369,,diguanylate cyclase,CDS,1284
lcl|NC_002947.4_gene_394,PP_RS01960,PP_0370,,acyl-CoA dehydrogenase C-terminal domain-containing protein,CDS,1779
lcl|NC_002947.4_gene_395,PP_RS01965,PP_0371,,LysR family transcriptional regulator,CDS,924
lcl|NC_002947.4_gene_396,PP_RS01970,PP_0372,,aspartate aminotransferase family protein,CDS,1281
lcl|NC_002947.4_gene_397,PP_RS01975,PP_0373,,YqaE/Pmp3 family membrane protein,CDS,159
lcl|NC_002947.4_gene_398,PP_RS01980,PP_5444,,heparin lyase I family protein,CDS,927
lcl|NC_002947.4_gene_399,PP_RS01985,PP_0375,,S9 family peptidase,CDS,1839
lcl|NC_002947.4_gene_400,PP_RS01990,PP_0376,pqqE,pyrroloquinoline quinone biosynthesis protein PqqE,CDS,1131
lcl|NC_002947.4_gene_401,PP_RS01995,PP_0377,pqqD,pyrroloquinoline quinone biosynthesis peptide chaperone PqqD,CDS,276
lcl|NC_002947.4_gene_402,PP_RS02000,PP_0378,pqqC,pyrroloquinoline-quinone synthase PqqC,CDS,756
lcl|NC_002947.4_gene_403,PP_RS02005,PP_0379,pqqB,pyrroloquinoline quinone biosynthesis protein PqqB,CDS,912
lcl|NC_002947.4_gene_404,PP_RS02010,PP_0380,pqqA,pyrroloquinoline quinone precursor peptide PqqA,CDS,72
lcl|NC_002947.4_gene_405,PP_RS02015,PP_0381,pqqF,pyrroloquinoline quinone biosynthesis protein PqqF,CDS,2301
lcl|NC_002947.4_gene_406,PP_RS02020,PP_0382,,carbon-nitrogen hydrolase family protein,CDS,795
lcl|NC_002947.4_gene_407,PP_RS02025,PP_0383,,NAD(P)/FAD-dependent oxidoreductase,CDS,1683
lcl|NC_002947.4_gene_408,PP_RS02030,PP_0384,,Lrp/AsnC family transcriptional regulator,CDS,462
lcl|NC_002947.4_gene_409,PP_RS02035,PP_0385,,serine acetyltransferase,CDS,555
lcl|NC_002947.4_gene_410,PP_RS28480,PP_5445,,site-specific integrase,CDS,120
lcl|NC_002947.4_gene_411,PP_RS02040,PP_t71,,tRNA-Ile,tRNA,77
lcl|NC_002947.4_gene_412,PP_RS02045,PP_0386,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,3744
lcl|NC_002947.4_gene_413,PP_RS02050,PP_0387,rpoD,RNA polymerase sigma factor RpoD,CDS,1851
lcl|NC_002947.4_gene_414,PP_RS02055,PP_0388,dnaG,DNA primase,CDS,1983
lcl|NC_002947.4_gene_415,PP_RS02060,PP_0389,rpsU,30S ribosomal protein S21,CDS,216
lcl|NC_002947.4_gene_416,PP_RS02065,PP_0390,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,CDS,1026
lcl|NC_002947.4_gene_417,PP_RS02070,PP_0391,plsY,glycerol-3-phosphate 1-O-acyltransferase PlsY,CDS,570
lcl|NC_002947.4_gene_418,PP_RS02075,PP_0392,folB,dihydroneopterin aldolase,CDS,357
lcl|NC_002947.4_gene_419,PP_RS02080,PP_0393,folK,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,CDS,510
lcl|NC_002947.4_gene_420,PP_RS02085,PP_0394,,multifunctional CCA addition/repair protein,CDS,1107
lcl|NC_002947.4_gene_421,PP_RS02090,PP_0395,,SpoVR family protein,CDS,1569
lcl|NC_002947.4_gene_422,PP_RS02095,PP_0396,,YeaH/YhbH family protein,CDS,1272
lcl|NC_002947.4_gene_423,PP_RS02100,PP_0397,,PrkA family serine protein kinase,CDS,1923
lcl|NC_002947.4_gene_424,PP_RS02105,PP_0398,glpE,thiosulfate sulfurtransferase GlpE,CDS,333
lcl|NC_002947.4_gene_425,PP_RS02110,PP_0399,,symmetrical bis(5'-nucleosyl)-tetraphosphatase,CDS,867
lcl|NC_002947.4_gene_426,PP_RS02115,PP_0400,apaG,Co2+/Mg2+ efflux protein ApaG,CDS,381
lcl|NC_002947.4_gene_427,PP_RS02120,PP_0401,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,CDS,804
lcl|NC_002947.4_gene_428,PP_RS02125,PP_0402,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,CDS,990
lcl|NC_002947.4_gene_429,PP_RS02130,PP_0403,surA,peptidylprolyl isomerase SurA,CDS,1326
lcl|NC_002947.4_gene_430,PP_RS02135,PP_0404,,LPS-assembly protein LptD,CDS,2823
lcl|NC_002947.4_gene_431,PP_RS02140,PP_0405,,aminoglycoside phosphotransferase family protein,CDS,1020
lcl|NC_002947.4_gene_432,PP_RS02145,PP_0406,,N-acetylmuramate alpha-1-phosphate uridylyltransferase MurU,CDS,672
lcl|NC_002947.4_gene_433,PP_RS02150,PP_0407,,TerB family tellurite resistance protein,CDS,768
lcl|NC_002947.4_gene_434,PP_RS02155,PP_0408,,alpha/beta hydrolase family protein,CDS,999
lcl|NC_002947.4_gene_435,PP_RS02160,PP_0409,,PAS domain S-box protein,CDS,2388
lcl|NC_002947.4_gene_436,PP_RS02165,PP_0410,,response regulator transcription factor,CDS,633
lcl|NC_002947.4_gene_437,PP_RS02170,PP_0411,,ABC transporter ATP-binding protein,CDS,1125
lcl|NC_002947.4_gene_438,PP_RS02175,PP_0412,,ABC transporter substrate-binding protein,CDS,1035
lcl|NC_002947.4_gene_439,PP_RS02180,PP_0413,,ABC transporter permease,CDS,1248
lcl|NC_002947.4_gene_440,PP_RS02185,PP_0414,,ABC transporter permease,CDS,828
lcl|NC_002947.4_gene_441,PP_RS02190,PP_0415,rpe,ribulose-phosphate 3-epimerase,CDS,675
lcl|NC_002947.4_gene_442,PP_RS02195,PP_0416,,phosphoglycolate phosphatase,CDS,819
lcl|NC_002947.4_gene_443,PP_RS02200,PP_0417,trpE,anthranilate synthase component I,CDS,1482
lcl|NC_002947.4_gene_444,PP_RS02205,PP_0418,estP,esterase EstP,CDS,1890
lcl|NC_002947.4_gene_445,PP_RS02210,PP_0420,,aminodeoxychorismate/anthranilate synthase component II,CDS,594
lcl|NC_002947.4_gene_446,PP_RS02215,PP_0421,trpD,anthranilate phosphoribosyltransferase,CDS,1050
lcl|NC_002947.4_gene_447,PP_RS02220,PP_0422,trpC,indole-3-glycerol phosphate synthase TrpC,CDS,834
lcl|NC_002947.4_gene_448,PP_RS02225,PP_0423,,lipoate--protein ligase family protein,CDS,705
lcl|NC_002947.4_gene_449,PP_RS02230,PP_0424,crp,cAMP-activated global transcriptional regulator CRP,CDS,645
lcl|NC_002947.4_gene_450,PP_RS02235,PP_0425,,OsmC family protein,CDS,423
lcl|NC_002947.4_gene_451,PP_RS02240,PP_0426,,DUF2157 domain-containing protein,CDS,1041
lcl|NC_002947.4_gene_452,PP_RS02245,PP_0427,coq7,"2-polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone monooxygenase",CDS,648
lcl|NC_002947.4_gene_453,PP_RS02250,PP_0428,,histidine triad nucleotide-binding protein,CDS,339
lcl|NC_002947.4_gene_454,PP_RS02255,PP_0429,,SDR family oxidoreductase,CDS,783
lcl|NC_002947.4_gene_455,PP_RS02260,PP_0430,,nitronate monooxygenase family protein,CDS,957
lcl|NC_002947.4_gene_456,PP_RS02265,PP_0431,hemJ,protoporphyrinogen oxidase HemJ,CDS,426
lcl|NC_002947.4_gene_457,PP_RS02270,PP_0432,argC,N-acetyl-gamma-glutamyl-phosphate reductase,CDS,1035
lcl|NC_002947.4_gene_458,PP_RS02275,PP_0433,erpA,iron-sulfur cluster insertion protein ErpA,CDS,351
lcl|NC_002947.4_gene_459,PP_RS02280,PP_0434,,anhydro-N-acetylmuramic acid kinase,CDS,1092
lcl|NC_002947.4_gene_460,PP_RS02285,PP_0435,,peptidoglycan DD-metalloendopeptidase family protein,CDS,1422
lcl|NC_002947.4_gene_461,PP_RS02290,PP_0436,tyrS,tyrosine--tRNA ligase,CDS,1200
lcl|NC_002947.4_gene_462,PP_RS02295,PP_16SC,,16S ribosomal RNA,rRNA,1537
lcl|NC_002947.4_gene_463,PP_RS02300,PP_23SC,,23S ribosomal RNA,rRNA,2893
lcl|NC_002947.4_gene_464,PP_RS02305,PP_5SC,rrf,5S ribosomal RNA,rRNA,116
lcl|NC_002947.4_gene_465,PP_RS02310,PP_0437,birA,bifunctional biotin--[acetyl-CoA-carboxylase] ligase/biotin operon repressor BirA,CDS,960
lcl|NC_002947.4_gene_466,PP_RS02315,PP_0438,,pantothenate kinase,CDS,750
lcl|NC_002947.4_gene_467,PP_RS02320,PP_0439,,hypothetical protein,CDS,426
lcl|NC_002947.4_gene_468,PP_RS02325,PP_t01,,tRNA-Tyr,tRNA,84
lcl|NC_002947.4_gene_469,PP_RS02330,PP_t02,,tRNA-Gly,tRNA,74
lcl|NC_002947.4_gene_470,PP_RS02335,PP_t03,,tRNA-Thr,tRNA,76
lcl|NC_002947.4_gene_471,PP_RS02340,PP_0440,tuf,elongation factor Tu,CDS,1194
lcl|NC_002947.4_gene_472,PP_RS02345,PP_t04,,tRNA-Trp,tRNA,76
lcl|NC_002947.4_gene_473,PP_RS02350,PP_0441,secE,preprotein translocase subunit SecE,CDS,369
lcl|NC_002947.4_gene_474,PP_RS02355,PP_0442,nusG,transcription termination/antitermination protein NusG,CDS,534
lcl|NC_002947.4_gene_475,PP_RS02360,PP_0443,rplK,50S ribosomal protein L11,CDS,432
lcl|NC_002947.4_gene_476,PP_RS02365,PP_0444,rplA,50S ribosomal protein L1,CDS,696
lcl|NC_002947.4_gene_477,PP_RS02370,PP_0445,rplJ,50S ribosomal protein L10,CDS,501
lcl|NC_002947.4_gene_478,PP_RS02375,PP_0446,rplL,50S ribosomal protein L7/L12,CDS,366
lcl|NC_002947.4_gene_479,PP_RS02380,PP_0447,rpoB,DNA-directed RNA polymerase subunit beta,CDS,4074
lcl|NC_002947.4_gene_480,PP_RS02385,PP_0448,rpoC,DNA-directed RNA polymerase subunit beta',CDS,4200
lcl|NC_002947.4_gene_481,PP_RS02390,PP_0449,rpsL,30S ribosomal protein S12,CDS,372
lcl|NC_002947.4_gene_482,PP_RS02395,PP_0450,rpsG,30S ribosomal protein S7,CDS,471
lcl|NC_002947.4_gene_483,PP_RS02400,PP_0451,fusA,elongation factor G,CDS,2148
lcl|NC_002947.4_gene_484,PP_RS02405,PP_0452,tuf,elongation factor Tu,CDS,1194
lcl|NC_002947.4_gene_485,PP_RS02410,PP_0453,rpsJ,30S ribosomal protein S10,CDS,312
lcl|NC_002947.4_gene_486,PP_RS02415,PP_0454,rplC,50S ribosomal protein L3,CDS,636
lcl|NC_002947.4_gene_487,PP_RS02420,PP_0455,rplD,50S ribosomal protein L4,CDS,603
lcl|NC_002947.4_gene_488,PP_RS02425,PP_0456,rplW,50S ribosomal protein L23,CDS,300
lcl|NC_002947.4_gene_489,PP_RS02430,PP_0457,rplB,50S ribosomal protein L2,CDS,825
lcl|NC_002947.4_gene_490,PP_RS02435,PP_0458,rpsS,30S ribosomal protein S19,CDS,276
lcl|NC_002947.4_gene_491,PP_RS02440,PP_0459,rplV,50S ribosomal protein L22,CDS,333
lcl|NC_002947.4_gene_492,PP_RS02445,PP_0460,rpsC,30S ribosomal protein S3,CDS,687
lcl|NC_002947.4_gene_493,PP_RS02450,PP_0461,rplP,50S ribosomal protein L16,CDS,414
lcl|NC_002947.4_gene_494,PP_RS02455,PP_0462,rpmC,50S ribosomal protein L29,CDS,192
lcl|NC_002947.4_gene_495,PP_RS02460,PP_0463,rpsQ,30S ribosomal protein S17,CDS,267
lcl|NC_002947.4_gene_496,PP_RS02465,PP_0464,rplN,50S ribosomal protein L14,CDS,369
lcl|NC_002947.4_gene_497,PP_RS02470,PP_0465,rplX,50S ribosomal protein L24,CDS,315
lcl|NC_002947.4_gene_498,PP_RS02475,PP_0466,rplE,50S ribosomal protein L5,CDS,540
lcl|NC_002947.4_gene_499,PP_RS02480,PP_0467,rpsN,30S ribosomal protein S14,CDS,306
lcl|NC_002947.4_gene_500,PP_RS02485,PP_0468,rpsH,30S ribosomal protein S8,CDS,393
lcl|NC_002947.4_gene_501,PP_RS02490,PP_0469,rplF,50S ribosomal protein L6,CDS,534
lcl|NC_002947.4_gene_502,PP_RS02495,PP_0470,rplR,50S ribosomal protein L18,CDS,351
lcl|NC_002947.4_gene_503,PP_RS02500,PP_0471,rpsE,30S ribosomal protein S5,CDS,501
lcl|NC_002947.4_gene_504,PP_RS02505,PP_0472,rpmD,50S ribosomal protein L30,CDS,177
lcl|NC_002947.4_gene_505,PP_RS02510,PP_0473,rplO,50S ribosomal protein L15,CDS,435
lcl|NC_002947.4_gene_506,PP_RS02515,PP_0474,secY,preprotein translocase subunit SecY,CDS,1332
lcl|NC_002947.4_gene_507,PP_RS02520,PP_0475,rpmJ,50S ribosomal protein L36,CDS,117
lcl|NC_002947.4_gene_508,PP_RS02525,PP_0476,rpsM,30S ribosomal protein S13,CDS,357
lcl|NC_002947.4_gene_509,PP_RS02530,PP_0477,rpsK,30S ribosomal protein S11,CDS,390
