,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_1204,57.0,85.0,64.0,PP_RS06245,,hypothetical protein,CDS,954
PP_0123,95.0,278.0,304.0,PP_RS00630,polA,DNA polymerase I,CDS,2748
PP_1205,145.0,570.0,566.0,PP_RS06250,,proline--tRNA ligase,CDS,1716
PP_1206,500.0,1472.0,1726.0,PP_RS06255,,OprD family porin,CDS,1266
PP_1207,24.0,38.0,40.0,PP_RS06260,,HIT domain-containing protein,CDS,420
PP_1208,9.0,30.0,36.0,PP_RS06265,,SlyX family protein,CDS,207
PP_1209,20.0,83.0,49.0,PP_RS28835,,cold-shock protein,CDS,594
PP_1210,313.0,737.0,939.0,PP_RS06275,,Dps family protein,CDS,474
PP_1211,12.0,54.0,44.0,PP_RS06280,,ribbon-helix-helix domain-containing protein,CDS,330
PP_1212,13.0,21.0,22.0,PP_RS06285,,FmdB family zinc ribbon protein,CDS,222
PP_1213,181.0,650.0,730.0,PP_RS06290,aspS,aspartate--tRNA ligase,CDS,1776
PP_1214,34.0,52.0,92.0,PP_RS06295,,YebC/PmpR family DNA-binding transcriptional regulator,CDS,747
PP_0124,40.0,123.0,166.0,PP_RS00635,yihA,ribosome biogenesis GTP-binding protein YihA/YsxC,CDS,633
PP_1215,4.0,11.0,17.0,PP_RS06300,ruvC,crossover junction endodeoxyribonuclease RuvC,CDS,525
PP_1216,19.0,50.0,47.0,PP_RS06305,ruvA,Holliday junction branch migration protein RuvA,CDS,618
PP_1217,25.0,53.0,60.0,PP_RS06310,ruvB,Holliday junction branch migration DNA helicase RuvB,CDS,1047
PP_1218,13.0,52.0,38.0,PP_RS06315,ybgC,tol-pal system-associated acyl-CoA thioesterase,CDS,453
PP_1219,20.0,56.0,63.0,PP_RS06320,tolQ,protein TolQ,CDS,696
PP_1220,17.0,68.0,64.0,PP_RS06325,tolR,protein TolR,CDS,453
PP_1221,118.0,235.0,216.0,PP_RS06330,tolA,cell envelope integrity protein TolA,CDS,1119
PP_1222,121.0,234.0,197.0,PP_RS06335,tolB,Tol-Pal system beta propeller repeat protein TolB,CDS,1272
PP_1223,217.0,808.0,680.0,PP_RS06340,pal,peptidoglycan-associated lipoprotein Pal,CDS,501
PP_1224,49.0,145.0,183.0,PP_RS06345,ybgF,tol-pal system protein YbgF,CDS,807
PP_0125,26.0,84.0,88.0,PP_RS00640,,cytochrome c5 family protein,CDS,303
PP_1225,25.0,38.0,28.0,PP_RS06350,queE,7-carboxy-7-deazaguanine synthase QueE,CDS,648
PP_1226,10.0,27.0,16.0,PP_RS06355,queC,7-cyano-7-deazaguanine synthase QueC,CDS,675
PP_t13,0.0,2.0,0.0,PP_RS06360,,tRNA-Lys,tRNA,76
PP_1227,13.0,40.0,28.0,PP_RS06365,,cation diffusion facilitator family transporter,CDS,960
PP_1228,25.0,2.0,2.0,PP_RS06370,mcpU,methyl-accepting chemotaxis protein McpU,CDS,2067
PP_1229,20.0,5.0,16.0,PP_RS06375,,APC family permease,CDS,1353
PP_1230,74.0,271.0,237.0,PP_RS06380,,YdgA family protein,CDS,1509
PP_1231,22.0,81.0,101.0,PP_RS06385,nadA,quinolinate synthase NadA,CDS,1059
PP_1232,87.0,200.0,249.0,PP_RS06390,,M48 family metalloprotease,CDS,1437
PP_1233,4.0,32.0,13.0,PP_RS06395,,sulfurtransferase TusA family protein,CDS,240
PP_0126,16.0,112.0,139.0,PP_RS00645,,cytochrome c,CDS,618
PP_1234,25.0,32.0,25.0,PP_RS06400,,AI-2E family transporter,CDS,1071
PP_1235,40.0,76.0,116.0,PP_RS06405,,peroxiredoxin,CDS,474
PP_1236,12.0,55.0,90.0,PP_RS06410,,glycine cleavage system protein R,CDS,561
PP_1237,72.0,279.0,322.0,PP_RS06415,dapA,4-hydroxy-tetrahydrodipicolinate synthase,CDS,888
PP_1238,25.0,140.0,194.0,PP_RS06420,bamC,outer membrane protein assembly factor BamC,CDS,1122
PP_1239,21.0,90.0,80.0,PP_RS06425,,MBL fold metallo-hydrolase,CDS,759
PP_1240,51.0,268.0,275.0,PP_RS06430,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,CDS,711
PP_t14,0.0,11.0,6.0,PP_RS06435,,tRNA-Ser,tRNA,90
PP_1241,9.0,8.0,8.0,PP_RS06440,,addiction module antidote protein,CDS,351
PP_1242,4.0,0.0,0.0,PP_RS06445,,DUF3077 domain-containing protein,CDS,273
PP_0013,263.0,714.0,858.0,PP_RS00065,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B,CDS,2421
PP_0127,57.0,154.0,183.0,PP_RS00650,dsbA,thiol:disulfide interchange protein DsbA,CDS,633
PP_1244,5.0,7.0,7.0,PP_RS06450,,hypothetical protein,CDS,258
PP_1245,37.0,39.0,57.0,PP_RS06455,,SH3 domain-containing protein,CDS,861
PP_1246,74.0,167.0,185.0,PP_RS06460,,hypothetical protein,CDS,1860
PP_5467,52.0,72.0,72.0,PP_RS06465,,hypothetical protein,CDS,1209
PP_1248,14.0,32.0,36.0,PP_RS06470,,LysE family transporter,CDS,618
PP_1249,27.0,64.0,61.0,PP_RS06475,,YhfL family protein,CDS,192
PP_1250,43.0,31.0,13.0,PP_RS06480,ltrA,group II intron reverse transcriptase/maturase,CDS,1422
PP_1251,108.0,363.0,488.0,PP_RS06485,mqo,malate dehydrogenase (quinone),CDS,1638
PP_1252,50.0,25.0,22.0,PP_RS06490,ltrA,group II intron reverse transcriptase/maturase,CDS,1422
PP_1253,2.0,34.0,15.0,PP_RS06495,,helix-turn-helix transcriptional regulator,CDS,336
PP_0128,15.0,36.0,17.0,PP_RS00655,,endonuclease/exonuclease/phosphatase family protein,CDS,855
PP_1254,18.0,53.0,52.0,PP_RS06500,xenA,xenobiotic reductase XenA,CDS,1092
PP_1255,18.0,15.0,6.0,PP_RS06505,,FAD-binding oxidoreductase,CDS,1248
PP_1256,8.0,16.0,15.0,PP_RS06510,,aldehyde dehydrogenase (NADP(+)),CDS,1578
PP_1257,10.0,2.0,5.0,PP_RS06515,,dihydrodipicolinate synthase family protein,CDS,948
PP_1258,6.0,6.0,2.0,PP_RS06520,,4-hydroxyproline epimerase,CDS,927
PP_1259,10.0,16.0,15.0,PP_RS06525,,APC family permease,CDS,1614
PP_1260,46.0,11.0,19.0,PP_RS06530,,IS110-like element ISPpu9 family transposase,CDS,1329
PP_1261,15.0,55.0,47.0,PP_RS06535,,D-glycerate dehydrogenase,CDS,975
PP_1262,28.0,58.0,50.0,PP_RS06540,,LysR family transcriptional regulator,CDS,948
PP_1263,24.0,12.0,11.0,PP_RS06545,,efflux transporter outer membrane subunit,CDS,1530
PP_0129,31.0,53.0,62.0,PP_RS00660,,GGDEF domain-containing protein,CDS,1938
PP_1264,12.0,14.0,14.0,PP_RS06550,,FUSC family protein,CDS,2178
PP_1265,3.0,5.0,1.0,PP_RS06555,,DUF1656 domain-containing protein,CDS,201
PP_1266,8.0,18.0,14.0,PP_RS06560,,HlyD family secretion protein,CDS,861
PP_1267,60.0,80.0,73.0,PP_RS06565,,type II toxin-antitoxin system YhaV family toxin,CDS,468
PP_1268,110.0,211.0,188.0,PP_RS06570,,type II toxin-antitoxin system PrlF family antitoxin,CDS,327
PP_1269,2.0,15.0,19.0,PP_RS06575,,universal stress protein,CDS,447
PP_1270,18.0,26.0,27.0,PP_RS06580,,LysR family transcriptional regulator,CDS,906
PP_1271,13.0,10.0,10.0,PP_RS06585,,MFS transporter,CDS,1542
PP_1272,7.0,10.0,4.0,PP_RS06590,,HlyD family secretion protein,CDS,1062
PP_1273,16.0,15.0,10.0,PP_RS06595,,efflux transporter outer membrane subunit,CDS,1455
PP_0130,25.0,48.0,35.0,PP_RS00665,,N-acetylmuramoyl-L-alanine amidase,CDS,789
PP_1274,10.0,32.0,15.0,PP_RS06600,,SDR family oxidoreductase,CDS,813
PP_1275,8.0,24.0,28.0,PP_RS06605,,hypothetical protein,CDS,465
PP_1276,23.0,15.0,21.0,PP_RS06610,,hypothetical protein,CDS,453
PP_1277,22.0,63.0,93.0,PP_RS06615,,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,CDS,1455
PP_1278,26.0,9.0,50.0,PP_RS06620,,alginate O-acetyltransferase AlgF,CDS,648
PP_1279,31.0,8.0,6.0,PP_RS06625,,alginate O-acetyltransferase,CDS,1158
PP_1280,28.0,28.0,20.0,PP_RS06630,,MBOAT family protein,CDS,1458
PP_1281,19.0,15.0,6.0,PP_RS06635,,mannuronate-specific alginate lyase,CDS,1104
PP_1282,17.0,10.0,5.0,PP_RS06640,,alginate biosynthesis protein AlgX,CDS,1440
PP_1283,27.0,28.0,5.0,PP_RS06645,algG,mannuronan 5-epimerase AlgG,CDS,1560
PP_0131,44.0,58.0,41.0,PP_RS00670,,EAL domain-containing protein,CDS,1599
PP_1284,19.0,11.0,10.0,PP_RS06650,,alginate export family protein,CDS,1479
PP_1285,4.0,4.0,0.0,PP_RS06655,algK,alginate biosynthesis TPR repeat lipoprotein AlgK,CDS,1434
PP_1286,11.0,14.0,0.0,PP_RS06660,,PilZ domain-containing protein,CDS,1167
PP_1287,29.0,9.0,6.0,PP_RS06665,,glycosyltransferase family 2 protein,CDS,1482
PP_1288,9.0,17.0,2.0,PP_RS06670,,nucleotide sugar dehydrogenase,CDS,1317
PP_1289,9.0,44.0,50.0,PP_RS06675,yaaA,peroxide stress protein YaaA,CDS,780
PP_1290,81.0,86.0,80.0,PP_RS06680,,polysaccharide deacetylase family protein,CDS,1128
PP_1291,562.0,1399.0,1946.0,PP_RS06685,,PhoH family protein,CDS,1395
PP_1292,13.0,61.0,64.0,PP_RS06690,moaC,cyclic pyranopterin monophosphate synthase MoaC,CDS,471
PP_1293,29.0,15.0,29.0,PP_RS06695,moaD,molybdopterin converting factor subunit 1,CDS,246
PP_0132,29.0,60.0,67.0,PP_RS00675,,KinB sensor domain-containing domain,CDS,1782
PP_1294,23.0,84.0,84.0,PP_RS06700,moaE,molybdopterin synthase catalytic subunit MoaE,CDS,447
PP_1295,31.0,198.0,183.0,PP_RS06705,rhlB,ATP-dependent RNA helicase RhlB,CDS,1443
PP_1296,17.0,36.0,42.0,PP_RS06710,,alpha/beta hydrolase,CDS,657
PP_1297,52.0,87.0,86.0,PP_RS06715,,amino acid ABC transporter substrate-binding protein,CDS,1029
PP_1298,45.0,58.0,38.0,PP_RS06720,,amino acid ABC transporter permease,CDS,1179
PP_1299,11.0,15.0,14.0,PP_RS06725,,amino acid ABC transporter permease,CDS,1098
PP_1300,10.0,22.0,28.0,PP_RS06730,,amino acid ABC transporter ATP-binding protein,CDS,765
PP_1301,73.0,200.0,177.0,PP_RS06735,algW,Do family serine endopeptidase AlgW,CDS,1161
PP_1302,4.0,48.0,58.0,PP_RS06740,,Nif3-like dinuclear metal center hexameric protein,CDS,759
PP_1303,102.0,154.0,183.0,PP_RS06745,cysD,sulfate adenylyltransferase subunit CysD,CDS,918
PP_0133,69.0,153.0,95.0,PP_RS00680,algB,sigma-54-dependent response regulator transcription factor AlgB,CDS,1347
PP_1304,60.0,302.0,224.0,PP_RS06750,cysN,sulfate adenylyltransferase subunit CysN,CDS,1902
PP_1305,92.0,31.0,37.0,PP_RS06755,,bacteriocin immunity protein,CDS,264
PP_1306,64.0,35.0,54.0,PP_RS06760,,S-type pyocin domain-containing protein,CDS,2259
PP_1307,16.0,26.0,23.0,PP_RS06765,,Lrp/AsnC family transcriptional regulator,CDS,480
PP_1308,26.0,37.0,44.0,PP_RS06770,,methionine gamma-lyase,CDS,1197
PP_1309,141.0,183.0,199.0,PP_RS06775,,YhcB family protein,CDS,438
PP_1310,3.0,39.0,19.0,PP_RS06780,,alpha/beta hydrolase,CDS,636
PP_1311,32.0,114.0,91.0,PP_RS06785,,tryptophan--tRNA ligase,CDS,1350
PP_1312,41.0,125.0,125.0,PP_RS06790,zapE,cell division protein ZapE,CDS,1095
PP_1313,19.0,63.0,62.0,PP_RS06795,,GlxA family transcriptional regulator,CDS,921
PP_0134,15.0,14.0,16.0,PP_RS00685,,BON domain-containing protein,CDS,822
PP_1314,61.0,232.0,240.0,PP_RS06800,,NADP(H)-dependent aldo-keto reductase,CDS,1041
PP_1315,467.0,1360.0,1534.0,PP_RS06805,rplM,50S ribosomal protein L13,CDS,429
PP_1316,111.0,263.0,247.0,PP_RS06810,rpsI,30S ribosomal protein S9,CDS,393
PP_1317,407.0,820.0,857.0,PP_RS06815,petA,ubiquinol-cytochrome c reductase iron-sulfur subunit,CDS,594
PP_1318,435.0,859.0,943.0,PP_RS06820,,cytochrome bc complex cytochrome b subunit,CDS,1212
PP_1319,91.0,255.0,317.0,PP_RS06825,,cytochrome c1,CDS,780
PP_1320,19.0,69.0,67.0,PP_RS06830,,glutathione S-transferase N-terminal domain-containing protein,CDS,624
PP_1321,28.0,70.0,81.0,PP_RS06835,,ClpXP protease specificity-enhancing factor,CDS,432
PP_1322,66.0,125.0,116.0,PP_RS06840,,BON domain-containing protein,CDS,579
PP_1323,25.0,111.0,131.0,PP_RS06845,,phosphoheptose isomerase,CDS,594
PP_5428,5.0,15.0,8.0,PP_RS00690,,hypothetical protein,CDS,291
PP_1324,7.0,28.0,15.0,PP_RS06850,,YraN family protein,CDS,372
PP_1325,48.0,94.0,136.0,PP_RS06855,,penicillin-binding protein activator,CDS,1818
PP_1326,31.0,92.0,106.0,PP_RS06860,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,CDS,876
PP_mr18,7092.0,60920.0,35833.0,PP_RS06865,rnpB,RNase P RNA component class A,ncRNA,376
PP_1328,406.0,525.0,384.0,PP_RS06870,mraZ,division/cell wall cluster transcriptional repressor MraZ,CDS,456
PP_1329,46.0,156.0,180.0,PP_RS06875,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,CDS,942
PP_1330,17.0,47.0,80.0,PP_RS06880,ftsL,cell division protein FtsL,CDS,294
PP_1331,82.0,274.0,284.0,PP_RS06885,,penicillin-binding protein 2,CDS,1746
PP_1332,42.0,242.0,200.0,PP_RS06890,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",CDS,1488
PP_1333,129.0,411.0,319.0,PP_RS06895,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,CDS,1368
PP_0135,4.0,11.0,10.0,PP_RS00695,,DUF1328 domain-containing protein,CDS,162
PP_1334,69.0,234.0,223.0,PP_RS06900,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,CDS,1083
PP_1335,31.0,175.0,187.0,PP_RS06905,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,CDS,1347
PP_1336,44.0,147.0,108.0,PP_RS06910,ftsW,putative lipid II flippase FtsW,CDS,1212
PP_1337,41.0,103.0,123.0,PP_RS06915,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,CDS,1080
PP_1338,47.0,168.0,181.0,PP_RS06920,murC,UDP-N-acetylmuramate--L-alanine ligase,CDS,1449
PP_1339,47.0,178.0,173.0,PP_RS06925,,D-alanine--D-alanine ligase,CDS,957
PP_1340,69.0,175.0,155.0,PP_RS06930,,cell division protein FtsQ/DivIB,CDS,870
PP_1341,127.0,360.0,404.0,PP_RS06935,ftsA,cell division protein FtsA,CDS,1263
PP_1342,222.0,871.0,1004.0,PP_RS06940,ftsZ,cell division protein FtsZ,CDS,1197
PP_1343,122.0,472.0,505.0,PP_RS06945,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,CDS,912
PP_5421,21.0,3.0,5.0,PP_RS00070,,TnsA endonuclease N-terminal domain-containing protein,CDS,639
PP_0136,15.0,85.0,53.0,PP_RS00700,,inhibitor of vertebrate lysozyme family protein,CDS,471
PP_1344,20.0,33.0,44.0,PP_RS06950,,DUF721 domain-containing protein,CDS,456
PP_1345,365.0,823.0,761.0,PP_RS06955,secA,preprotein translocase subunit SecA,CDS,2736
PP_1346,35.0,101.0,88.0,PP_RS06960,argJ,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,CDS,1218
PP_1347,6.0,32.0,17.0,PP_RS06965,,glutathione S-transferase family protein,CDS,633
PP_1348,19.0,64.0,58.0,PP_RS06970,,Nudix family hydrolase,CDS,945
PP_1349,14.0,41.0,26.0,PP_RS06975,,"cob(I)yrinic acid a,c-diamide adenosyltransferase",CDS,567
PP_1350,80.0,135.0,110.0,PP_RS06980,,ATP-binding protein,CDS,2031
PP_1351,16.0,31.0,22.0,PP_RS06985,,putative 2-dehydropantoate 2-reductase,CDS,918
PP_1352,123.0,206.0,279.0,PP_RS06990,,YajQ family cyclic di-GMP-binding protein,CDS,486
PP_1353,24.0,68.0,96.0,PP_RS06995,,mechanosensitive ion channel family protein,CDS,843
PP_0137,51.0,58.0,47.0,PP_RS00705,gltP,glutamate/aspartate:proton symporter GltP,CDS,1329
PP_1354,14.0,19.0,23.0,PP_RS07000,,MFS transporter,CDS,1245
PP_1355,28.0,64.0,60.0,PP_RS07005,,AmpG family muropeptide MFS transporter,CDS,1548
PP_1356,13.0,47.0,35.0,PP_RS07010,,MGMT family protein,CDS,354
PP_1357,37.0,81.0,54.0,PP_RS07015,,DUF481 domain-containing protein,CDS,1011
PP_1358,28.0,61.0,42.0,PP_RS07020,,HugZ family protein,CDS,732
PP_1359,3.0,42.0,8.0,PP_RS07025,,FxsA family protein,CDS,462
PP_1360,751.0,2269.0,1227.0,PP_RS07030,,co-chaperone GroES,CDS,294
PP_1361,1154.0,4880.0,3638.0,PP_RS07035,groL,chaperonin GroEL,CDS,1641
PP_1362,126.0,444.0,732.0,PP_RS07040,pyk,pyruvate kinase,CDS,1455
PP_1363,5.0,39.0,37.0,PP_RS07045,,hypothetical protein,CDS,387
PP_0138,29.0,30.0,33.0,PP_RS00710,,nucleoside recognition domain-containing protein,CDS,1230
PP_1364,10.0,54.0,61.0,PP_RS07050,,PilZ domain-containing protein,CDS,360
PP_1365,112.0,190.0,148.0,PP_RS07055,sbcB,exodeoxyribonuclease I,CDS,1434
PP_1366,194.0,414.0,510.0,PP_RS07060,mvaT,histone-like nucleoid-structuring protein MvaT,CDS,378
PP_1367,14.0,136.0,86.0,PP_RS07065,purU,formyltetrahydrofolate deformylase,CDS,852
PP_5468,5.0,10.0,17.0,PP_RS28515,,hypothetical protein,CDS,234
PP_1368,9.0,6.0,3.0,PP_RS07070,,lysylphosphatidylglycerol synthase transmembrane domain-containing protein,CDS,993
PP_1369,14.0,45.0,47.0,PP_RS07075,,DUF2334 domain-containing protein,CDS,765
PP_1370,31.0,68.0,79.0,PP_RS07080,,glycosyltransferase family 1 protein,CDS,1122
PP_1371,50.0,135.0,118.0,PP_RS07085,,methyl-accepting chemotaxis protein,CDS,1875
PP_1372,24.0,89.0,68.0,PP_RS07090,,helicase HerA-like domain-containing protein,CDS,1476
PP_0139,14.0,17.0,22.0,PP_RS00715,,ABC-type transport auxiliary lipoprotein family protein,CDS,636
PP_1373,74.0,239.0,222.0,PP_RS07095,,inorganic phosphate transporter,CDS,1473
PP_1374,12.0,44.0,43.0,PP_RS07100,,hypothetical protein,CDS,201
PP_1375,13.0,40.0,66.0,PP_RS07105,pcaR,pca regulon transcriptional regulator PcaR,CDS,810
PP_1376,17.0,20.0,12.0,PP_RS07110,,MFS transporter,CDS,1347
PP_1377,20.0,22.0,26.0,PP_RS07115,pcaF,3-oxoadipyl-CoA thiolase,CDS,1206
PP_1378,56.0,68.0,70.0,PP_RS07120,,MFS family transporter,CDS,1290
PP_1379,4.0,28.0,33.0,PP_RS07125,,"3-carboxy-cis,cis-muconate cycloisomerase",CDS,1353
PP_1380,19.0,25.0,31.0,PP_RS07130,pcaD,3-oxoadipate enol-lactonase,CDS,792
PP_1381,3.0,29.0,25.0,PP_RS07135,pcaC,4-carboxymuconolactone decarboxylase,CDS,393
PP_0140,19.0,46.0,57.0,PP_RS00720,,MlaD family protein,CDS,939
PP_1382,10.0,25.0,22.0,PP_RS07140,,DUF962 domain-containing protein,CDS,525
PP_1383,26.0,27.0,33.0,PP_RS07145,,OprD family porin,CDS,1257
PP_1384,29.0,91.0,108.0,PP_RS07150,,AdeC/AdeK/OprM family multidrug efflux complex outer membrane factor,CDS,1455
PP_1385,109.0,182.0,232.0,PP_RS07155,ttgB,multidrug efflux RND transporter permease subunit TtgB,CDS,3153
PP_1386,64.0,119.0,150.0,PP_RS07160,ttgA,toluene efflux RND transporter periplasmic adaptor subunit TtgA,CDS,1155
PP_1387,10.0,27.0,47.0,PP_RS07165,ttgR,efflux transport transcriptional regulator TtgR,CDS,633
PP_1388,12.0,28.0,16.0,PP_RS07170,,MDR family MFS transporter,CDS,1452
PP_1389,33.0,85.0,141.0,PP_RS07175,,oxaloacetate decarboxylase,CDS,870
PP_1391,14.0,20.0,28.0,PP_RS07180,,LysR family transcriptional regulator,CDS,909
PP_1392,5.0,19.0,14.0,PP_RS07185,,NAD(P)-dependent oxidoreductase,CDS,615
PP_0141,19.0,29.0,42.0,PP_RS00725,,ABC transporter ATP-binding protein,CDS,792
PP_1393,22.0,53.0,18.0,PP_RS07190,,LysR substrate-binding domain-containing protein,CDS,876
PP_1394,35.0,30.0,19.0,PP_RS07195,,5-guanidino-2-oxopentanoate decarboxylase,CDS,1638
PP_1395,15.0,48.0,33.0,PP_RS07200,,AraC family transcriptional regulator,CDS,921
PP_1396,6.0,17.0,8.0,PP_RS07205,,putative quinol monooxygenase,CDS,294
PP_1397,2.0,19.0,18.0,PP_RS07210,,hypothetical protein,CDS,267
PP_1398,21.0,44.0,46.0,PP_RS07215,,flavin reductase family protein,CDS,606
PP_1399,11.0,7.0,7.0,PP_RS07220,,hypothetical protein,CDS,405
PP_1400,19.0,10.0,22.0,PP_RS07225,,MFS transporter,CDS,1320
PP_1401,20.0,35.0,20.0,PP_RS07230,,sigma-54 dependent transcriptional regulator,CDS,1335
PP_1402,10.0,30.0,24.0,PP_RS07235,,ATP-binding protein,CDS,1758
PP_0142,6.0,24.0,27.0,PP_RS00730,,ABC transporter permease,CDS,1134
PP_1403,46.0,98.0,118.0,PP_RS07240,bglX,beta-glucosidase BglX,CDS,2292
PP_1404,0.0,2.0,3.0,PP_RS07245,,TPM domain-containing protein,CDS,618
PP_5469,33.0,90.0,76.0,PP_RS07250,,SAM-dependent methyltransferase,CDS,1215
PP_1406,28.0,54.0,55.0,PP_RS07255,,DUF4917 family protein,CDS,1011
PP_1407,17.0,36.0,52.0,PP_RS07260,,SulP family inorganic anion transporter,CDS,1707
PP_1408,108.0,142.0,182.0,PP_RS07270,phaG,(R)-3-hydroxydecanoyl-ACP:CoA transacylase,CDS,888
PP_1409,17.0,56.0,35.0,PP_RS07275,,pseudouridine synthase,CDS,693
PP_1410,3.0,5.0,13.0,PP_RS07280,,cysteine-rich CWC family protein,CDS,213
PP_1411,43.0,228.0,178.0,PP_RS07285,,diguanylate cyclase,CDS,1482
PP_0143,22.0,42.0,23.0,PP_RS00735,,DUF5924 family protein,CDS,1026
PP_5470,19.0,33.0,52.0,PP_RS07290,,hypothetical protein,CDS,450
PP_1412,31.0,43.0,75.0,PP_RS07295,,enoyl-CoA hydratase/isomerase family protein,CDS,1107
PP_1413,26.0,35.0,34.0,PP_RS07300,ung,uracil-DNA glycosylase,CDS,693
PP_1414,34.0,37.0,25.0,PP_RS07305,,bifunctional metallophosphatase/5'-nucleotidase,CDS,1683
PP_1415,7.0,12.0,12.0,PP_RS07310,,AbrB family transcriptional regulator,CDS,1056
PP_1416,19.0,34.0,10.0,PP_RS07315,,tripartite tricarboxylate transporter permease,CDS,1515
PP_1417,3.0,3.0,7.0,PP_RS07320,,tripartite tricarboxylate transporter TctB family protein,CDS,459
PP_1418,12.0,9.0,10.0,PP_RS07325,,tripartite tricarboxylate transporter substrate binding protein,CDS,981
PP_1419,24.0,8.0,10.0,PP_RS07330,,OprD family porin,CDS,1290
PP_1420,13.0,8.0,7.0,PP_RS07335,,response regulator,CDS,672
PP_0144,48.0,80.0,58.0,PP_RS00740,,pitrilysin family protein,CDS,1407
PP_1421,13.0,51.0,41.0,PP_RS07340,,sensor histidine kinase,CDS,1380
PP_1422,10.0,46.0,36.0,PP_RS07345,,HDOD domain-containing protein,CDS,807
PP_1423,17.0,55.0,84.0,PP_RS07350,,folate-binding protein YgfZ,CDS,942
PP_1424,13.0,67.0,107.0,PP_RS07355,,succinate dehydrogenase assembly factor 2,CDS,255
PP_1425,9.0,14.0,18.0,PP_RS07360,,protein YgfX,CDS,459
PP_1426,43.0,88.0,88.0,PP_RS07365,nadB,L-aspartate oxidase,CDS,1605
PP_1427,440.0,1243.0,1098.0,PP_RS07370,rpoE,RNA polymerase sigma factor RpoE,CDS,582
PP_1428,161.0,626.0,665.0,PP_RS07375,,sigma-E factor negative regulatory protein,CDS,591
PP_1429,191.0,449.0,525.0,PP_RS07380,,MucB/RseB C-terminal domain-containing protein,CDS,966
PP_1430,121.0,330.0,391.0,PP_RS07385,,DegQ family serine endoprotease,CDS,1434
PP_0145,48.0,62.0,67.0,PP_RS00745,,Na/Pi cotransporter family protein,CDS,1659
PP_1431,222.0,425.0,559.0,PP_RS07390,lepA,translation elongation factor 4,CDS,1800
PP_1432,70.0,250.0,276.0,PP_RS07395,lepB,signal peptidase I,CDS,855
PP_1433,34.0,72.0,82.0,PP_RS07400,rnc,ribonuclease III,CDS,690
PP_1434,56.0,151.0,155.0,PP_RS07405,era,GTPase Era,CDS,903
PP_1435,20.0,18.0,5.0,PP_RS07410,recO,DNA repair protein RecO,CDS,684
PP_1436,21.0,61.0,58.0,PP_RS07415,pdxJ,pyridoxine 5'-phosphate synthase,CDS,741
PP_1437,15.0,49.0,42.0,PP_RS07420,,heavy metal sensor histidine kinase,CDS,1383
PP_1438,1.0,10.0,2.0,PP_RS07425,,heavy metal response regulator transcription factor,CDS,675
PP_1439,2.0,0.0,6.0,PP_RS07430,,hypothetical protein,CDS,204
PP_1440,11.0,19.0,10.0,PP_RS07435,cmoB,tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB,CDS,957
PP_0014,84.0,35.0,29.0,PP_RS00075,,DDE-type integrase/transposase/recombinase,CDS,1959
PP_0146,31.0,67.0,51.0,PP_RS00750,,TerC family protein,CDS,771
PP_1441,15.0,39.0,24.0,PP_RS07440,cmoA,carboxy-S-adenosyl-L-methionine synthase CmoA,CDS,744
PP_1442,3.0,19.0,15.0,PP_RS07445,,protease inhibitor I42 family protein,CDS,393
PP_1443,104.0,598.0,288.0,PP_RS07450,lon,endopeptidase La,CDS,2418
PP_1444,39.0,105.0,98.0,PP_RS07455,,glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase,CDS,2412
PP_1445,31.0,45.0,29.0,PP_RS07460,,carbohydrate porin,CDS,1335
PP_1446,35.0,62.0,28.0,PP_RS07465,,TonB-dependent receptor,CDS,2043
PP_1447,4.0,6.0,11.0,PP_RS07470,,VF530 family DNA-binding protein,CDS,222
PP_1448,9.0,11.0,5.0,PP_RS07475,,Pr6Pr family membrane protein,CDS,636
PP_1449,76.0,41.0,39.0,PP_RS07480,,hemagglutinin repeat-containing protein,CDS,4527
PP_1450,26.0,23.0,14.0,PP_RS07485,,ShlB/FhaC/HecB family hemolysin secretion/activation protein,CDS,1683
PP_0147,55.0,131.0,158.0,PP_RS00755,,CitMHS family transporter,CDS,1308
PP_1451,77.0,113.0,103.0,PP_RS07490,,"murein L,D-transpeptidase family protein",CDS,555
PP_1452,90.0,121.0,141.0,PP_RS07495,,NUDIX hydrolase,CDS,552
PP_1453,29.0,171.0,193.0,PP_RS07500,,CoA pyrophosphatase,CDS,600
