,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_1229,278,333,174,PP_RS06375,,APC family permease,CDS,1353
PP_1230,3674,3448,2049,PP_RS06380,,YdgA family protein,CDS,1509
PP_1231,17565,19387,6312,PP_RS06385,nadA,quinolinate synthase NadA,CDS,1059
PP_1232,12319,13911,6460,PP_RS06390,,M48 family metalloprotease,CDS,1437
PP_1233,483,429,243,PP_RS06395,,sulfurtransferase TusA family protein,CDS,240
PP_0126,19333,17274,9162,PP_RS00645,,cytochrome c,CDS,618
PP_1234,3278,3548,1966,PP_RS06400,,AI-2E family transporter,CDS,1071
PP_1235,11068,11122,4066,PP_RS06405,,peroxiredoxin,CDS,474
PP_1236,12180,12758,3979,PP_RS06410,,glycine cleavage system protein R,CDS,561
PP_1237,31080,33728,14451,PP_RS06415,dapA,4-hydroxy-tetrahydrodipicolinate synthase,CDS,888
PP_1238,19878,15957,8088,PP_RS06420,bamC,outer membrane protein assembly factor BamC,CDS,1122
PP_1239,12445,10826,8987,PP_RS06425,,MBL fold metallo-hydrolase,CDS,759
PP_1240,14084,12367,6930,PP_RS06430,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,CDS,711
PP_1241,196,263,105,PP_RS06440,,addiction module antidote protein,CDS,351
PP_1242,144,149,88,PP_RS06445,,DUF3077 domain-containing protein,CDS,273
PP_0013,49172,70077,23820,PP_RS00065,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B,CDS,2421
PP_0127,16507,16175,6385,PP_RS00650,dsbA,thiol:disulfide interchange protein DsbA,CDS,633
PP_1244,174,155,120,PP_RS06450,,hypothetical protein,CDS,258
PP_1245,5346,6619,3438,PP_RS06455,,SH3 domain-containing protein,CDS,861
PP_1246,9544,11661,5786,PP_RS06460,,hypothetical protein,CDS,1860
PP_5467,2512,2705,1859,PP_RS06465,,hypothetical protein,CDS,1209
PP_1248,2536,3217,1027,PP_RS06470,,LysE family transporter,CDS,618
PP_1249,7322,5985,2383,PP_RS06475,,YhfL family protein,CDS,192
PP_1250,1624,2002,957,PP_RS06480,ltrA,group II intron reverse transcriptase/maturase,CDS,1422
PP_1251,18045,15144,9034,PP_RS06485,mqo,malate dehydrogenase (quinone),CDS,1638
PP_1252,1642,2065,896,PP_RS06490,ltrA,group II intron reverse transcriptase/maturase,CDS,1422
PP_1253,900,961,397,PP_RS06495,,helix-turn-helix transcriptional regulator,CDS,336
PP_0128,2581,2081,1172,PP_RS00655,,endonuclease/exonuclease/phosphatase family protein,CDS,855
PP_1254,2236,1988,1521,PP_RS06500,xenA,xenobiotic reductase XenA,CDS,1092
PP_1255,303,199,119,PP_RS06505,,FAD-binding oxidoreductase,CDS,1248
PP_1256,216,195,120,PP_RS06510,,aldehyde dehydrogenase (NADP(+)),CDS,1578
PP_1257,198,263,118,PP_RS06515,,dihydrodipicolinate synthase family protein,CDS,948
PP_1258,95,141,55,PP_RS06520,,4-hydroxyproline epimerase,CDS,927
PP_1259,154,135,189,PP_RS06525,,APC family permease,CDS,1614
PP_1260,971,1000,411,PP_RS06530,,IS110-like element ISPpu9 family transposase,CDS,1329
PP_1261,2449,2483,1215,PP_RS06535,,D-glycerate dehydrogenase,CDS,975
PP_1262,3130,3912,1731,PP_RS06540,,LysR family transcriptional regulator,CDS,948
PP_1263,408,501,239,PP_RS06545,,efflux transporter outer membrane subunit,CDS,1530
PP_0129,2805,2698,1696,PP_RS00660,,GGDEF domain-containing protein,CDS,1938
PP_1264,340,365,196,PP_RS06550,,FUSC family protein,CDS,2178
PP_1265,37,51,29,PP_RS06555,,DUF1656 domain-containing protein,CDS,201
PP_1266,822,1080,371,PP_RS06560,,HlyD family secretion protein,CDS,861
PP_1267,1392,1716,937,PP_RS06565,,type II toxin-antitoxin system YhaV family toxin,CDS,468
PP_1268,4118,3967,2475,PP_RS06570,,type II toxin-antitoxin system PrlF family antitoxin,CDS,327
PP_1269,170,193,101,PP_RS06575,,universal stress protein,CDS,447
PP_1270,1678,1780,812,PP_RS06580,,LysR family transcriptional regulator,CDS,906
PP_1271,857,822,399,PP_RS06585,,MFS transporter,CDS,1542
PP_1272,323,333,266,PP_RS06590,,HlyD family secretion protein,CDS,1062
PP_1273,422,338,156,PP_RS06595,,efflux transporter outer membrane subunit,CDS,1455
PP_0130,2823,3200,1852,PP_RS00665,,N-acetylmuramoyl-L-alanine amidase,CDS,789
PP_1274,1750,1529,868,PP_RS06600,,SDR family oxidoreductase,CDS,813
PP_1275,695,790,376,PP_RS06605,,hypothetical protein,CDS,465
PP_1276,175,170,88,PP_RS06610,,hypothetical protein,CDS,453
PP_1277,1261,1229,584,PP_RS06615,,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,CDS,1455
PP_1278,302,258,184,PP_RS06620,,alginate O-acetyltransferase AlgF,CDS,648
PP_1279,298,400,109,PP_RS06625,,alginate O-acetyltransferase,CDS,1158
PP_1280,372,452,185,PP_RS06630,,MBOAT family protein,CDS,1458
PP_1281,174,311,93,PP_RS06635,,mannuronate-specific alginate lyase,CDS,1104
PP_1282,227,291,130,PP_RS06640,,alginate biosynthesis protein AlgX,CDS,1440
PP_1283,212,224,78,PP_RS06645,algG,mannuronan 5-epimerase AlgG,CDS,1560
PP_0131,2531,2605,1411,PP_RS00670,,EAL domain-containing protein,CDS,1599
PP_1284,176,192,98,PP_RS06650,,alginate export family protein,CDS,1479
PP_1285,145,113,72,PP_RS06655,algK,alginate biosynthesis TPR repeat lipoprotein AlgK,CDS,1434
PP_1286,138,174,123,PP_RS06660,,PilZ domain-containing protein,CDS,1167
PP_1287,224,224,118,PP_RS06665,,glycosyltransferase family 2 protein,CDS,1482
PP_1288,203,213,116,PP_RS06670,,nucleotide sugar dehydrogenase,CDS,1317
PP_1289,5737,6699,2553,PP_RS06675,yaaA,peroxide stress protein YaaA,CDS,780
PP_1290,956,854,471,PP_RS06680,,polysaccharide deacetylase family protein,CDS,1128
PP_1291,28299,31334,12716,PP_RS06685,,PhoH family protein,CDS,1395
PP_1292,3125,2682,1374,PP_RS06690,moaC,cyclic pyranopterin monophosphate synthase MoaC,CDS,471
PP_1293,738,573,499,PP_RS06695,moaD,molybdopterin converting factor subunit 1,CDS,246
PP_0132,1845,1825,1072,PP_RS00675,,KinB sensor domain-containing domain,CDS,1782
PP_1294,1455,1673,670,PP_RS06700,moaE,molybdopterin synthase catalytic subunit MoaE,CDS,447
PP_1295,7695,8001,3242,PP_RS06705,rhlB,ATP-dependent RNA helicase RhlB,CDS,1443
PP_1296,2128,1949,1627,PP_RS06710,,alpha/beta hydrolase,CDS,657
PP_1297,7320,7233,3822,PP_RS06715,,amino acid ABC transporter substrate-binding protein,CDS,1029
PP_1298,1144,1312,733,PP_RS06720,,amino acid ABC transporter permease,CDS,1179
PP_1299,926,981,462,PP_RS06725,,amino acid ABC transporter permease,CDS,1098
PP_1300,1010,926,559,PP_RS06730,,amino acid ABC transporter ATP-binding protein,CDS,765
PP_1301,6563,6962,3085,PP_RS06735,algW,Do family serine endopeptidase AlgW,CDS,1161
PP_1302,3259,3058,1997,PP_RS06740,,Nif3-like dinuclear metal center hexameric protein,CDS,759
PP_1303,11100,11490,6841,PP_RS06745,cysD,sulfate adenylyltransferase subunit CysD,CDS,918
PP_0133,3524,3834,1330,PP_RS00680,algB,sigma-54-dependent response regulator transcription factor AlgB,CDS,1347
PP_1304,16781,15223,8563,PP_RS06750,cysN,sulfate adenylyltransferase subunit CysN,CDS,1902
PP_1305,745,933,366,PP_RS06755,,bacteriocin immunity protein,CDS,264
PP_1306,790,824,349,PP_RS06760,,S-type pyocin domain-containing protein,CDS,2259
PP_1307,244,282,131,PP_RS06765,,Lrp/AsnC family transcriptional regulator,CDS,480
PP_1308,648,699,402,PP_RS06770,,methionine gamma-lyase,CDS,1197
PP_1309,3425,3317,2020,PP_RS06775,,YhcB family protein,CDS,438
PP_1310,1501,1504,735,PP_RS06780,,alpha/beta hydrolase,CDS,636
PP_1311,13395,13930,6369,PP_RS06785,,tryptophan--tRNA ligase,CDS,1350
PP_1312,15609,16660,7220,PP_RS06790,zapE,cell division protein ZapE,CDS,1095
PP_1313,4479,4077,1859,PP_RS06795,,GlxA family transcriptional regulator,CDS,921
PP_0134,395,386,200,PP_RS00685,,BON domain-containing protein,CDS,822
PP_1314,6324,6973,3128,PP_RS06800,,NADP(H)-dependent aldo-keto reductase,CDS,1041
PP_1315,137578,135664,47835,PP_RS06805,rplM,50S ribosomal protein L13,CDS,429
PP_1316,319765,334991,143647,PP_RS06810,rpsI,30S ribosomal protein S9,CDS,393
PP_1317,9797,11698,5148,PP_RS06815,petA,ubiquinol-cytochrome c reductase iron-sulfur subunit,CDS,594
PP_1318,20497,23434,7941,PP_RS06820,,cytochrome bc complex cytochrome b subunit,CDS,1212
PP_1319,16670,16727,7818,PP_RS06825,,cytochrome c1,CDS,780
PP_1320,5433,5204,2316,PP_RS06830,,glutathione S-transferase N-terminal domain-containing protein,CDS,624
PP_1321,6195,5214,2668,PP_RS06835,,ClpXP protease specificity-enhancing factor,CDS,432
PP_1322,13109,13141,5940,PP_RS06840,,BON domain-containing protein,CDS,579
PP_1323,9035,10778,3174,PP_RS06845,,phosphoheptose isomerase,CDS,594
PP_5428,462,442,221,PP_RS00690,,hypothetical protein,CDS,291
PP_1324,1294,1122,457,PP_RS06850,,YraN family protein,CDS,372
PP_1325,4889,4229,2777,PP_RS06855,,penicillin-binding protein activator,CDS,1818
PP_1326,7037,6709,2605,PP_RS06860,rsmI,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,CDS,876
PP_1328,8667,8273,3015,PP_RS06870,mraZ,division/cell wall cluster transcriptional repressor MraZ,CDS,456
PP_1329,13032,18498,7348,PP_RS06875,rsmH,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,CDS,942
PP_1330,5999,8660,4008,PP_RS06880,ftsL,cell division protein FtsL,CDS,294
PP_1331,7155,6644,3708,PP_RS06885,,penicillin-binding protein 2,CDS,1746
PP_1332,16328,15240,7088,PP_RS06890,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",CDS,1488
PP_1333,8663,8520,3675,PP_RS06895,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,CDS,1368
PP_0135,1367,1469,354,PP_RS00695,,DUF1328 domain-containing protein,CDS,162
PP_1334,14538,14347,7424,PP_RS06900,mraY,phospho-N-acetylmuramoyl-pentapeptide- transferase,CDS,1083
PP_1335,9980,11468,5976,PP_RS06905,murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,CDS,1347
PP_1336,5105,4936,2316,PP_RS06910,ftsW,putative lipid II flippase FtsW,CDS,1212
PP_1337,3678,3361,1875,PP_RS06915,murG,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,CDS,1080
PP_1338,9509,9095,5966,PP_RS06920,murC,UDP-N-acetylmuramate--L-alanine ligase,CDS,1449
PP_1339,7157,6453,4980,PP_RS06925,,D-alanine--D-alanine ligase,CDS,957
PP_1340,2958,2537,1352,PP_RS06930,,cell division protein FtsQ/DivIB,CDS,870
PP_1341,12529,12879,6410,PP_RS06935,ftsA,cell division protein FtsA,CDS,1263
PP_1342,46376,57821,16468,PP_RS06940,ftsZ,cell division protein FtsZ,CDS,1197
PP_1343,55868,58309,32631,PP_RS06945,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase,CDS,912
PP_5421,204,148,117,PP_RS00070,,TnsA endonuclease N-terminal domain-containing protein,CDS,639
PP_0136,888,763,549,PP_RS00700,,inhibitor of vertebrate lysozyme family protein,CDS,471
PP_1344,1279,1143,619,PP_RS06950,,DUF721 domain-containing protein,CDS,456
PP_1345,45476,45894,23054,PP_RS06955,secA,preprotein translocase subunit SecA,CDS,2736
PP_1346,5937,4643,3336,PP_RS06960,argJ,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,CDS,1218
PP_1347,2124,1893,1139,PP_RS06965,,glutathione S-transferase family protein,CDS,633
PP_1348,2641,2291,1327,PP_RS06970,,Nudix family hydrolase,CDS,945
PP_1349,2262,3063,960,PP_RS06975,,"cob(I)yrinic acid a,c-diamide adenosyltransferase",CDS,567
PP_1350,2422,2976,1300,PP_RS06980,,ATP-binding protein,CDS,2031
PP_1351,3106,2899,1547,PP_RS06985,,putative 2-dehydropantoate 2-reductase,CDS,918
PP_1352,7228,7961,3119,PP_RS06990,,YajQ family cyclic di-GMP-binding protein,CDS,486
PP_1353,12240,14958,4226,PP_RS06995,,mechanosensitive ion channel family protein,CDS,843
PP_0137,5672,5272,2976,PP_RS00705,gltP,glutamate/aspartate:proton symporter GltP,CDS,1329
PP_1354,4018,3503,1340,PP_RS07000,,MFS transporter,CDS,1245
PP_1355,5565,5893,2569,PP_RS07005,,AmpG family muropeptide MFS transporter,CDS,1548
PP_1356,678,867,283,PP_RS07010,,MGMT family protein,CDS,354
PP_1357,3361,3553,2184,PP_RS07015,,DUF481 domain-containing protein,CDS,1011
PP_1358,3648,5367,1361,PP_RS07020,,HugZ family protein,CDS,732
PP_1359,3501,4859,1147,PP_RS07025,,FxsA family protein,CDS,462
PP_1360,29016,38135,12224,PP_RS07030,,co-chaperone GroES,CDS,294
PP_1361,88180,91403,40306,PP_RS07035,groL,chaperonin GroEL,CDS,1641
PP_1362,40940,42806,23278,PP_RS07040,pyk,pyruvate kinase,CDS,1455
PP_1363,3186,3539,2088,PP_RS07045,,hypothetical protein,CDS,387
PP_0138,1766,1821,991,PP_RS00710,,nucleoside recognition domain-containing protein,CDS,1230
PP_1364,5486,7691,2986,PP_RS07050,,PilZ domain-containing protein,CDS,360
PP_1365,6835,7617,3423,PP_RS07055,sbcB,exodeoxyribonuclease I,CDS,1434
PP_1366,10752,8881,5774,PP_RS07060,mvaT,histone-like nucleoid-structuring protein MvaT,CDS,378
PP_1367,10643,10151,4545,PP_RS07065,purU,formyltetrahydrofolate deformylase,CDS,852
PP_5468,553,728,199,PP_RS28515,,hypothetical protein,CDS,234
PP_1368,1267,1150,729,PP_RS07070,,lysylphosphatidylglycerol synthase transmembrane domain-containing protein,CDS,993
PP_1369,1438,1653,895,PP_RS07075,,DUF2334 domain-containing protein,CDS,765
PP_1370,2688,3492,1409,PP_RS07080,,glycosyltransferase family 1 protein,CDS,1122
PP_1371,4655,5043,2382,PP_RS07085,,methyl-accepting chemotaxis protein,CDS,1875
PP_1372,2944,2857,1743,PP_RS07090,,helicase HerA-like domain-containing protein,CDS,1476
PP_0139,1006,1008,543,PP_RS00715,,ABC-type transport auxiliary lipoprotein family protein,CDS,636
PP_1373,11445,11370,5824,PP_RS07095,,inorganic phosphate transporter,CDS,1473
PP_1374,2285,2038,1525,PP_RS07100,,hypothetical protein,CDS,201
PP_1375,2960,4178,1503,PP_RS07105,pcaR,pca regulon transcriptional regulator PcaR,CDS,810
PP_1376,855,909,557,PP_RS07110,,MFS transporter,CDS,1347
PP_1377,952,1203,420,PP_RS07115,pcaF,3-oxoadipyl-CoA thiolase,CDS,1206
PP_1378,1719,1951,745,PP_RS07120,,MFS family transporter,CDS,1290
PP_1379,2656,2766,1392,PP_RS07125,,"3-carboxy-cis,cis-muconate cycloisomerase",CDS,1353
PP_1380,3276,3058,1447,PP_RS07130,pcaD,3-oxoadipate enol-lactonase,CDS,792
PP_1381,950,894,547,PP_RS07135,pcaC,4-carboxymuconolactone decarboxylase,CDS,393
PP_0140,1423,1437,583,PP_RS00720,,MlaD family protein,CDS,939
PP_1382,1048,1260,543,PP_RS07140,,DUF962 domain-containing protein,CDS,525
PP_1383,920,1121,433,PP_RS07145,,OprD family porin,CDS,1257
PP_1384,5357,4791,2337,PP_RS07150,,AdeC/AdeK/OprM family multidrug efflux complex outer membrane factor,CDS,1455
PP_1385,12320,11294,6820,PP_RS07155,ttgB,multidrug efflux RND transporter permease subunit TtgB,CDS,3153
PP_1386,10883,10180,5258,PP_RS07160,ttgA,toluene efflux RND transporter periplasmic adaptor subunit TtgA,CDS,1155
PP_1387,4685,5200,2480,PP_RS07165,ttgR,efflux transport transcriptional regulator TtgR,CDS,633
PP_1388,1825,1828,943,PP_RS07170,,MDR family MFS transporter,CDS,1452
PP_1389,13134,16617,7792,PP_RS07175,,oxaloacetate decarboxylase,CDS,870
PP_1391,1724,1990,935,PP_RS07180,,LysR family transcriptional regulator,CDS,909
PP_1392,1520,1710,653,PP_RS07185,,NAD(P)-dependent oxidoreductase,CDS,615
PP_0141,1432,1118,728,PP_RS00725,,ABC transporter ATP-binding protein,CDS,792
PP_1393,730,922,493,PP_RS07190,,LysR substrate-binding domain-containing protein,CDS,876
PP_1394,889,1073,496,PP_RS07195,,5-guanidino-2-oxopentanoate decarboxylase,CDS,1638
PP_1395,1945,2113,1276,PP_RS07200,,AraC family transcriptional regulator,CDS,921
PP_1396,763,564,458,PP_RS07205,,putative quinol monooxygenase,CDS,294
PP_1397,1106,1126,469,PP_RS07210,,hypothetical protein,CDS,267
PP_1398,5669,6088,3152,PP_RS07215,,flavin reductase family protein,CDS,606
PP_1399,102,115,35,PP_RS07220,,hypothetical protein,CDS,405
PP_1400,386,519,784,PP_RS07225,,MFS transporter,CDS,1320
PP_1401,1264,1186,553,PP_RS07230,,sigma-54 dependent transcriptional regulator,CDS,1335
PP_1402,731,749,401,PP_RS07235,,ATP-binding protein,CDS,1758
PP_0142,2357,2495,1134,PP_RS00730,,ABC transporter permease,CDS,1134
PP_1403,5432,5249,2471,PP_RS07240,bglX,beta-glucosidase BglX,CDS,2292
PP_1404,342,290,170,PP_RS07245,,TPM domain-containing protein,CDS,618
PP_5469,7830,7514,3402,PP_RS07250,,SAM-dependent methyltransferase,CDS,1215
PP_1406,5700,6311,2306,PP_RS07255,,DUF4917 family protein,CDS,1011
PP_1407,2780,3474,1568,PP_RS07260,,SulP family inorganic anion transporter,CDS,1707
PP_1408,11547,13287,7876,PP_RS07270,phaG,(R)-3-hydroxydecanoyl-ACP:CoA transacylase,CDS,888
PP_1409,1666,1872,713,PP_RS07275,,pseudouridine synthase,CDS,693
PP_1410,296,325,156,PP_RS07280,,cysteine-rich CWC family protein,CDS,213
PP_1411,2572,3192,1536,PP_RS07285,,diguanylate cyclase,CDS,1482
PP_0143,2167,2504,1161,PP_RS00735,,DUF5924 family protein,CDS,1026
PP_5470,1529,2075,879,PP_RS07290,,hypothetical protein,CDS,450
PP_1412,2628,3011,1657,PP_RS07295,,enoyl-CoA hydratase/isomerase family protein,CDS,1107
PP_1413,2354,2690,1224,PP_RS07300,ung,uracil-DNA glycosylase,CDS,693
PP_1414,823,777,361,PP_RS07305,,bifunctional metallophosphatase/5'-nucleotidase,CDS,1683
PP_1415,301,357,89,PP_RS07310,,AbrB family transcriptional regulator,CDS,1056
PP_1416,503,845,353,PP_RS07315,,tripartite tricarboxylate transporter permease,CDS,1515
PP_1417,104,130,48,PP_RS07320,,tripartite tricarboxylate transporter TctB family protein,CDS,459
PP_1418,285,365,106,PP_RS07325,,tripartite tricarboxylate transporter substrate binding protein,CDS,981
PP_1419,263,343,160,PP_RS07330,,OprD family porin,CDS,1290
PP_1420,1205,1177,556,PP_RS07335,,response regulator,CDS,672
PP_0144,1859,2019,1370,PP_RS00740,,pitrilysin family protein,CDS,1407
PP_1421,693,732,430,PP_RS07340,,sensor histidine kinase,CDS,1380
PP_1422,2994,2842,1423,PP_RS07345,,HDOD domain-containing protein,CDS,807
PP_1423,8273,7394,3456,PP_RS07350,,folate-binding protein YgfZ,CDS,942
PP_1424,6399,8847,4082,PP_RS07355,,succinate dehydrogenase assembly factor 2,CDS,255
PP_1425,2509,2275,1521,PP_RS07360,,protein YgfX,CDS,459
PP_1426,7429,8040,3814,PP_RS07365,nadB,L-aspartate oxidase,CDS,1605
PP_1427,43191,41923,24937,PP_RS07370,rpoE,RNA polymerase sigma factor RpoE,CDS,582
PP_1428,22757,20380,9369,PP_RS07375,,sigma-E factor negative regulatory protein,CDS,591
PP_1429,33753,30770,11502,PP_RS07380,,MucB/RseB C-terminal domain-containing protein,CDS,966
PP_1430,6456,5438,2954,PP_RS07385,,DegQ family serine endoprotease,CDS,1434
PP_0145,1978,2651,982,PP_RS00745,,Na/Pi cotransporter family protein,CDS,1659
PP_1431,50231,49173,27421,PP_RS07390,lepA,translation elongation factor 4,CDS,1800
PP_1432,11412,9709,4777,PP_RS07395,lepB,signal peptidase I,CDS,855
PP_1433,3327,2420,1630,PP_RS07400,rnc,ribonuclease III,CDS,690
PP_1434,5292,4859,1989,PP_RS07405,era,GTPase Era,CDS,903
PP_1435,382,298,207,PP_RS07410,recO,DNA repair protein RecO,CDS,684
PP_1436,5894,5312,2967,PP_RS07415,pdxJ,pyridoxine 5'-phosphate synthase,CDS,741
PP_1437,1333,1574,723,PP_RS07420,,heavy metal sensor histidine kinase,CDS,1383
PP_1438,622,678,358,PP_RS07425,,heavy metal response regulator transcription factor,CDS,675
PP_1439,59,73,31,PP_RS07430,,hypothetical protein,CDS,204
PP_1440,3334,2670,1618,PP_RS07435,cmoB,tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB,CDS,957
PP_0014,681,1094,530,PP_RS00075,,DDE-type integrase/transposase/recombinase,CDS,1959
PP_0146,3503,3787,1824,PP_RS00750,,TerC family protein,CDS,771
PP_1441,2539,2151,1475,PP_RS07440,cmoA,carboxy-S-adenosyl-L-methionine synthase CmoA,CDS,744
PP_1442,2434,3105,1469,PP_RS07445,,protease inhibitor I42 family protein,CDS,393
PP_1443,9539,9293,4673,PP_RS07450,lon,endopeptidase La,CDS,2418
PP_1444,2473,2509,1543,PP_RS07455,,glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase,CDS,2412
PP_1445,1199,1141,657,PP_RS07460,,carbohydrate porin,CDS,1335
PP_1446,1927,2992,4343,PP_RS07465,,TonB-dependent receptor,CDS,2043
PP_1447,247,237,138,PP_RS07470,,VF530 family DNA-binding protein,CDS,222
PP_1448,381,373,184,PP_RS07475,,Pr6Pr family membrane protein,CDS,636
PP_1449,1143,1206,583,PP_RS07480,,hemagglutinin repeat-containing protein,CDS,4527
PP_1450,619,631,359,PP_RS07485,,ShlB/FhaC/HecB family hemolysin secretion/activation protein,CDS,1683
PP_0147,2067,2343,1129,PP_RS00755,,CitMHS family transporter,CDS,1308
PP_1451,1417,1469,702,PP_RS07490,,"murein L,D-transpeptidase family protein",CDS,555
PP_1452,1671,1954,826,PP_RS07495,,NUDIX hydrolase,CDS,552
PP_1453,5043,6387,3117,PP_RS07500,,CoA pyrophosphatase,CDS,600
PP_1454,2162,2165,1372,PP_RS07505,,gamma carbonic anhydrase family protein,CDS,525
PP_1455,657,588,436,PP_RS07510,,DUF1289 domain-containing protein,CDS,192
PP_1456,2645,2466,1222,PP_RS07515,,VUT family protein,CDS,468
PP_1457,16226,15877,9965,PP_RS07520,purT,formate-dependent phosphoribosylglycinamide formyltransferase,CDS,1182
PP_1458,1369,1398,745,PP_RS07525,,MFS transporter,CDS,1299
PP_1459,2640,2692,1925,PP_RS07530,,transporter associated domain-containing protein,CDS,1206
PP_1460,6340,8370,3888,PP_RS07535,ccsA,inner membrane protein YpjD,CDS,810
PP_0148,1004,974,680,PP_RS00760,,GFA family protein,CDS,402
PP_1461,22897,20845,12827,PP_RS07540,ffh,signal recognition particle protein,CDS,1377
PP_1462,55113,64238,28334,PP_RS07545,rpsP,30S ribosomal protein S16,CDS,252
PP_1463,64866,53446,28334,PP_RS07550,rimM,ribosome maturation factor RimM,CDS,537
PP_1464,70580,60777,35788,PP_RS07555,trmD,tRNA (guanosine(37)-N1)-methyltransferase TrmD,CDS,753
PP_1465,30952,28596,11703,PP_RS07560,rplS,50S ribosomal protein L19,CDS,351
PP_1466,1324,1439,874,PP_RS07565,,acyl-CoA thioesterase,CDS,408
